              Vardas             Pavarde       ND1       ND2       ND3       ND4       ND5      Egz.
           Vardas536          Pavarde536         1         3         6        10         1         2
           Vardas537          Pavarde537         3         4         7        10         7         6
           Vardas538          Pavarde538        10        10         8         8         6         7
           Vardas539          Pavarde539         4         3         3         3         1         7
           Vardas540          Pavarde540         6         6         8        10         2         9
           Vardas541          Pavarde541         4         2         1         4         5         6
           Vardas542          Pavarde542         4         7         3         4         8         6
           Vardas543          Pavarde543         8         2         4         4         5         7
           Vardas544          Pavarde544         3        10         5         1         5         9
           Vardas545          Pavarde545         7         5         9         4         3         1
           Vardas546          Pavarde546         5         9         8         3         3         8
           Vardas547          Pavarde547         4         4         1         2         4         5
           Vardas548          Pavarde548         7         8         6         2         7        10
           Vardas549          Pavarde549         3         9         4         2         4         2
           Vardas550          Pavarde550         1         3         3         4         8        10
           Vardas551          Pavarde551         8        10         7         8         2         4
           Vardas552          Pavarde552        10         7         2         6        10         2
           Vardas553          Pavarde553         9         4         2         6         3         2
           Vardas554          Pavarde554        10         5         8        10         6        10
           Vardas555          Pavarde555         3         2         9        10         4         2
           Vardas556          Pavarde556         9         1        10         7         8         8
           Vardas557          Pavarde557        10         2         2        10         6         7
           Vardas558          Pavarde558        10         2         3         4         9         3
           Vardas559          Pavarde559         2         2        10         7         4         4
           Vardas560          Pavarde560         6         1         9         6         1         4
           Vardas561          Pavarde561         7         1         6         2         2         6
           Vardas562          Pavarde562         9         5         9        10         7         6
           Vardas563          Pavarde563         7         1         6         1         5         4
           Vardas564          Pavarde564         2         9         9         9         2        10
           Vardas565          Pavarde565         9         2         5         9         7         3
           Vardas566          Pavarde566         2         2         4         2         1         6
           Vardas567          Pavarde567         9         5         3         2         1         7
           Vardas568          Pavarde568         9         2         6         3        10         5
           Vardas569          Pavarde569         1         7         2         8        10         6
           Vardas570          Pavarde570         7         9         5        10         5         2
           Vardas571          Pavarde571         8         4         1         8         3         8
           Vardas572          Pavarde572         9         3         1        10         8         5
           Vardas573          Pavarde573         6        10         7         5         3         5
           Vardas574          Pavarde574         8         6         5         9         2         8
           Vardas575          Pavarde575         3         3         8         5         3         9
           Vardas576          Pavarde576        10         4         3         5         3         4
           Vardas577          Pavarde577         4         9         9         4         8         1
           Vardas578          Pavarde578         2        10         3         1         4         3
           Vardas579          Pavarde579         3         4         1         5         3         4
           Vardas580          Pavarde580         3         9         2         9         7         9
           Vardas581          Pavarde581        10         6         7         1         4         6
           Vardas582          Pavarde582         5         8         8         3         5         1
           Vardas583          Pavarde583         3         5         6         8         1         3
           Vardas584          Pavarde584         8         4         1         1         4         8
           Vardas585          Pavarde585         6         5         3         9         7         3
           Vardas586          Pavarde586         3         5         4         7         6         3
           Vardas587          Pavarde587         2         9         9         1         9         5
           Vardas588          Pavarde588         7        10         4         4         4         4
           Vardas589          Pavarde589         2         8         3        10         7         2
           Vardas590          Pavarde590         6         8         1         5         1         2
           Vardas591          Pavarde591         2         8         9         1         3         4
           Vardas592          Pavarde592         3         4         7         6        10         1
           Vardas593          Pavarde593         5         1         7         3         3        10
           Vardas594          Pavarde594         1         3        10         2         8         1
           Vardas595          Pavarde595         1         9         9         1         4         5
           Vardas596          Pavarde596         1         4         6        10        10         8
           Vardas597          Pavarde597         9         6         7         6         5         5
           Vardas598          Pavarde598         3         5         1         9         8         3
           Vardas599          Pavarde599         3         9         9         5         2         4
           Vardas600          Pavarde600         2         9         5         4        10         6
           Vardas601          Pavarde601        10         6         6         9         6         3
           Vardas602          Pavarde602        10         8         3         8         9        10
           Vardas603          Pavarde603         3         6         8         4         8         9
           Vardas604          Pavarde604         5         4        10         6         9         9
           Vardas605          Pavarde605         8         3         6         8         9        10
           Vardas606          Pavarde606         8        10         4         2         2         7
           Vardas607          Pavarde607         6         4         8         4        10         3
           Vardas608          Pavarde608         4         6         2         9         8         9
           Vardas609          Pavarde609         2         4         1         1         8         9
           Vardas610          Pavarde610         8         5         6         9         7         1
           Vardas611          Pavarde611         6         4        10         8         4         8
           Vardas612          Pavarde612         8         9         1         4         5         9
           Vardas613          Pavarde613         8         7         9         4         4         1
           Vardas614          Pavarde614         1         7         3         2         1         3
           Vardas615          Pavarde615         1         6         6         4         1         6
           Vardas616          Pavarde616         5         3         9         8         3         4
           Vardas617          Pavarde617         3         5         2         4         7         6
           Vardas618          Pavarde618         5         5        10         2         7         2
           Vardas619          Pavarde619         5         9         9         6         2         3
           Vardas620          Pavarde620         7         1         3         7         6         9
           Vardas621          Pavarde621         5         2         1        10         1         4
           Vardas622          Pavarde622         1         1         3         6         1         7
           Vardas623          Pavarde623         7         1         1         7         4         9
           Vardas624          Pavarde624         2         5         8         6         1         8
           Vardas625          Pavarde625        10         4         1         7         9         1
           Vardas626          Pavarde626         6         2         6         3         9         8
           Vardas627          Pavarde627         2         5         5         7         9         3
           Vardas628          Pavarde628         2         1        10         9         2         9
           Vardas629          Pavarde629         2         2         5        10         4         3
           Vardas630          Pavarde630         8         9         4         2         1         6
           Vardas631          Pavarde631         9         2         7         9         2         9
           Vardas632          Pavarde632         4         4         9         6         7         1
           Vardas633          Pavarde633         2         8         6         4         9         7
           Vardas634          Pavarde634         9         5        10         6         5         4
           Vardas635          Pavarde635         4         3         2         7         4         5
           Vardas636          Pavarde636         1         6         6         1         3        10
           Vardas637          Pavarde637         6         7         9         8         6         7
           Vardas638          Pavarde638         2        10         9         2         2         1
           Vardas639          Pavarde639         8         7         1         1         1         5
           Vardas640          Pavarde640         3         8         6         7         5         1
           Vardas641          Pavarde641         2         3         3         3         8         5
           Vardas642          Pavarde642         8         9         2        10         7         5
           Vardas643          Pavarde643         5         4         6        10         3         5
           Vardas644          Pavarde644         6        10         8         2         3         1
           Vardas645          Pavarde645        10         6         2         6         3         9
           Vardas646          Pavarde646         9         3         6         7         4         4
           Vardas647          Pavarde647         9         8         7         4        10         5
           Vardas648          Pavarde648         1         8         5         1         5         8
           Vardas649          Pavarde649         7         7         5         2         8         9
           Vardas650          Pavarde650         8         8         1        10         6        10
           Vardas651          Pavarde651         4         1         2         9         6         2
           Vardas652          Pavarde652         2         9         3         5         3         2
           Vardas653          Pavarde653         4         8         5         1        10        10
           Vardas654          Pavarde654        10         9         2         1         4         5
           Vardas655          Pavarde655         1         8         2         2         1         2
           Vardas656          Pavarde656         6        10         1         6         7        10
           Vardas657          Pavarde657         8         2         9         2         3         8
           Vardas658          Pavarde658         2         8         6        10         8         5
           Vardas659          Pavarde659         1         9         3         4         9         1
           Vardas660          Pavarde660         4         6         9         5         7         8
           Vardas661          Pavarde661         4         9         3         3         2         6
           Vardas662          Pavarde662         5        10         7         2         6        10
           Vardas663          Pavarde663         2         4         6         9         4         3
           Vardas664          Pavarde664         2         6         2         3         5         2
           Vardas665          Pavarde665         6         3         2         1         1        10
           Vardas666          Pavarde666         4         1         8         1         3         7
           Vardas667          Pavarde667         2         7         8         5         3         2
           Vardas668          Pavarde668         4         3         9         9         2         4
           Vardas669          Pavarde669         6        10        10         1        10         5
           Vardas670          Pavarde670         3         3         2         8         9         3
           Vardas671          Pavarde671         2         1         4         7         7         1
           Vardas672          Pavarde672        10         1         8         7         8         9
           Vardas673          Pavarde673        10         1         9         1         2        10
           Vardas674          Pavarde674         4         2        10         7         1         9
           Vardas675          Pavarde675         5         9         3         9         5         7
           Vardas676          Pavarde676         8         9         8        10        10         7
           Vardas677          Pavarde677         2        10         4         5         1         1
           Vardas678          Pavarde678        10        10         9         2         1         5
           Vardas679          Pavarde679         3         1        10        10        10         4
           Vardas680          Pavarde680        10         1         1         1         5         4
           Vardas681          Pavarde681         7         6         8         6         3         7
           Vardas682          Pavarde682         9         2         7         7         3         8
           Vardas683          Pavarde683         6         3        10         4         7         3
           Vardas684          Pavarde684         8         2         3         8        10         3
           Vardas685          Pavarde685         2         7         2         4         6         4
           Vardas686          Pavarde686         1         8         3         6         5         7
           Vardas687          Pavarde687         8         6         7         8         7         8
           Vardas688          Pavarde688         9         3        10         3         2        10
           Vardas689          Pavarde689         4         3         5         2         2         6
           Vardas690          Pavarde690         7         2         9         9         7         4
           Vardas691          Pavarde691         8         1         1        10        10         9
           Vardas692          Pavarde692         5         7         4         6         9        10
           Vardas693          Pavarde693         1         9         1         6         9         2
           Vardas694          Pavarde694         5         4         9         7         9         9
           Vardas695          Pavarde695         7         8         1         8         1         9
           Vardas696          Pavarde696        10         2         8         9         4         4
           Vardas697          Pavarde697         3         2         8         2         2         3
           Vardas698          Pavarde698         6         4         7         6        10         4
           Vardas699          Pavarde699        10         8         6         6         1         2
           Vardas700          Pavarde700        10        10         3         7         5         6
           Vardas701          Pavarde701         5         1        10         7         2         8
           Vardas702          Pavarde702        10        10         2         6         3        10
           Vardas703          Pavarde703         9         5         1         9         4         6
           Vardas704          Pavarde704         1         8         6         6         8         4
           Vardas705          Pavarde705         1        10         9         4         8         4
           Vardas706          Pavarde706         7         2         9        10         4         4
           Vardas707          Pavarde707         5         7         3        10         7        10
           Vardas708          Pavarde708         8         2         6         2         3        10
           Vardas709          Pavarde709         7         8         2         7         1         7
           Vardas710          Pavarde710         6         5         6         1         1        10
           Vardas711          Pavarde711         7         1         3         3        10         8
           Vardas712          Pavarde712         4         1         2         3        10         7
           Vardas713          Pavarde713        10         5        10         5         1        10
           Vardas714          Pavarde714        10         6         9         3         9         2
           Vardas715          Pavarde715         9         1        10         7         6         4
           Vardas716          Pavarde716         2         4         1         7         9         4
           Vardas717          Pavarde717         4         5         1         1         4         5
           Vardas718          Pavarde718         7         8         1         8         8         9
           Vardas719          Pavarde719         5         8         5         1         3         4
           Vardas720          Pavarde720        10         4         8         2         7         1
           Vardas721          Pavarde721         3         4         4         5         3         9
           Vardas722          Pavarde722         4         5         6         8         8         6
           Vardas723          Pavarde723         6         7         1         7        10         2
           Vardas724          Pavarde724         4         3         1        10         9         7
           Vardas725          Pavarde725         9         5         2         4         1         3
           Vardas726          Pavarde726         3         7         9         8         6         8
           Vardas727          Pavarde727         6        10         1         9         3        10
           Vardas728          Pavarde728         6         9        10         4         1         6
           Vardas729          Pavarde729         6         8         8         3         1         7
           Vardas730          Pavarde730         9         2         3         7         3         6
           Vardas731          Pavarde731         7         8         2         3         2         7
           Vardas732          Pavarde732         3        10         6        10         8         5
           Vardas733          Pavarde733         3         7        10        10         3        10
           Vardas734          Pavarde734         4         4         6         6         1        10
           Vardas735          Pavarde735         2         2         2         7         7         9
           Vardas736          Pavarde736         7         7         3        10         4         8
           Vardas737          Pavarde737         3        10         1         7         4         1
           Vardas738          Pavarde738         5         7         4         2        10         5
           Vardas739          Pavarde739         1         6         5         8         6         3
           Vardas740          Pavarde740         4         9         6         5         1         7
           Vardas741          Pavarde741         9         4         5         5        10         6
           Vardas742          Pavarde742         7         1         3         5         9         2
           Vardas743          Pavarde743         9         2         4         7         9         5
           Vardas744          Pavarde744         2         6         4         2         8         9
           Vardas745          Pavarde745         4         3         3         3         9         8
           Vardas746          Pavarde746         2         7         8         1         8         8
           Vardas747          Pavarde747         7         5         9         8         1         1
           Vardas748          Pavarde748         3         2         4         1         6         9
           Vardas749          Pavarde749         6         1         9        10         5        10
           Vardas750          Pavarde750         1         7         9         9         6         9
           Vardas751          Pavarde751         1         4         9         6         3         1
           Vardas752          Pavarde752         1         7         7        10         9         6
           Vardas753          Pavarde753         4         4         3         7         8         8
           Vardas754          Pavarde754         2        10        10        10        10         4
           Vardas755          Pavarde755         3        10         5        10         3         4
           Vardas756          Pavarde756         3         2        10         4         3        10
           Vardas757          Pavarde757        10         1         1         2         6         1
           Vardas758          Pavarde758         8         6         2         7         8         3
           Vardas759          Pavarde759         1         4         2         4         8         4
           Vardas760          Pavarde760         5         2         1         4        10         6
           Vardas761          Pavarde761         1         9         7         5         3         3
           Vardas762          Pavarde762         2         7         8         2         3         6
           Vardas763          Pavarde763         9         1         1        10         1         2
           Vardas764          Pavarde764        10         3         1         6         8         5
           Vardas765          Pavarde765         4         6         4         8         1         4
           Vardas766          Pavarde766         1         8         8         4         1         5
           Vardas767          Pavarde767         3         6         3         6         5         9
           Vardas768          Pavarde768         1         1         5         8        10         9
           Vardas769          Pavarde769         6         9         2         2         8         3
           Vardas770          Pavarde770         3         4         4        10         2         7
           Vardas771          Pavarde771         3         2         5         7         7         4
           Vardas772          Pavarde772         1         2         3         9        10         3
           Vardas773          Pavarde773         8        10         6         1         4         2
           Vardas774          Pavarde774         8         5         7         5         1         2
           Vardas775          Pavarde775         8         4         3         3         6         8
           Vardas776          Pavarde776         9         9         6         1         7         8
           Vardas777          Pavarde777         5        10         2         1         9         9
           Vardas778          Pavarde778         2         9         4         4         7        10
           Vardas779          Pavarde779         1        10         1         1         3         2
           Vardas780          Pavarde780        10         8         6         2         3         1
           Vardas781          Pavarde781         9        10         7         9         4         4
           Vardas782          Pavarde782         5         3         8         9         2         1
           Vardas783          Pavarde783         6        10         4         8         2         4
           Vardas784          Pavarde784         2         3         3         2         8         2
           Vardas785          Pavarde785         8         2         9         1         3         1
           Vardas786          Pavarde786         2         6         3         5         1         3
           Vardas787          Pavarde787        10         1         2         5         5         9
           Vardas788          Pavarde788         8         2         5         5         3         7
           Vardas789          Pavarde789         5         7         8         1         3         2
           Vardas790          Pavarde790         2         7         3         2         9        10
           Vardas791          Pavarde791         7         1         4         1         7         4
           Vardas792          Pavarde792         2        10         2         4         9         7
           Vardas793          Pavarde793         6         4         9         7         6         8
           Vardas794          Pavarde794        10         1         5         8         7         4
           Vardas795          Pavarde795         9         5         1         9         2         7
           Vardas796          Pavarde796         3         9         9         7         9         3
           Vardas797          Pavarde797         3         4         5         5         3         9
           Vardas798          Pavarde798         8        10         9         9         6         3
           Vardas799          Pavarde799         7         4         7         7         3        10
           Vardas800          Pavarde800        10         8         1         6         3        10
           Vardas801          Pavarde801         7         1         8         7        10        10
           Vardas802          Pavarde802         4         5         4         7         4         9
           Vardas803          Pavarde803         9        10         8         7         7         1
           Vardas804          Pavarde804         2         6         6         4         2         1
           Vardas805          Pavarde805        10         1         6         2         8         8
           Vardas806          Pavarde806         5         8         2         1         8        10
           Vardas807          Pavarde807         3         2         9         3        10         1
           Vardas808          Pavarde808         1         9         6         3         8         1
           Vardas809          Pavarde809         9         1         9         3         1         1
           Vardas810          Pavarde810         1        10         2        10         8         3
           Vardas811          Pavarde811         2         9         6         5         4         6
           Vardas812          Pavarde812         4         7         3         2        10         6
           Vardas813          Pavarde813         9         4         6         6         9         7
           Vardas814          Pavarde814         5         1         6         1         1         1
           Vardas815          Pavarde815         3         8         8         5         4         6
           Vardas816          Pavarde816         5         3         3         4         2         8
           Vardas817          Pavarde817         5         5         7        10         3         2
           Vardas818          Pavarde818         2         8         5         1         7         4
           Vardas819          Pavarde819        10        10         3         5         5         2
           Vardas820          Pavarde820         3         3         3         5         9         4
           Vardas821          Pavarde821        10        10         2         1         4         8
           Vardas822          Pavarde822        10         9         7         9         6         8
           Vardas823          Pavarde823         9         8         1         7         4         5
           Vardas824          Pavarde824         4         3         2        10        10         5
           Vardas825          Pavarde825         2         8         7         9         3         7
           Vardas826          Pavarde826         1        10         2         8        10         8
           Vardas827          Pavarde827         9         5         3         9         5         9
           Vardas828          Pavarde828         5         3        10         6         5         6
           Vardas829          Pavarde829         8         9         3        10         8         3
           Vardas830          Pavarde830         3         6         9         8         9         3
           Vardas831          Pavarde831         6         6         5         5         1         5
           Vardas832          Pavarde832         9         2         3         6         1         4
           Vardas833          Pavarde833         2         6         3         6         2         9
           Vardas834          Pavarde834         6         3         1        10         5         8
           Vardas835          Pavarde835         3         9        10         6         6         8
           Vardas836          Pavarde836        10         7         2         5         8         8
           Vardas837          Pavarde837         3         4         3         5         9         5
           Vardas838          Pavarde838         4         3         5         1         9         5
           Vardas839          Pavarde839        10         7        10         4        10         8
           Vardas840          Pavarde840         1         4         9         8         4         4
           Vardas841          Pavarde841         7         6         5         9         2         4
           Vardas842          Pavarde842        10         9         8         8         3         7
           Vardas843          Pavarde843        10         6         3         4         2         2
           Vardas844          Pavarde844         1         2        10         5         2         1
           Vardas845          Pavarde845        10         6        10        10         8         9
           Vardas846          Pavarde846         6         6         7        10         9         1
           Vardas847          Pavarde847         9         5        10        10         7         3
           Vardas848          Pavarde848        10         4        10         2         6         6
           Vardas849          Pavarde849        10         6        10         5        10         6
           Vardas850          Pavarde850         4         7         6         5         6         8
           Vardas851          Pavarde851        10        10         9         2         8         6
           Vardas852          Pavarde852         2         5         7         5         5         7
           Vardas853          Pavarde853         2         1         3         5        10         4
           Vardas854          Pavarde854         7         2         5        10         8         6
           Vardas855          Pavarde855         6         5        10         2         4         9
           Vardas856          Pavarde856         5        10         5         4         8         9
           Vardas857          Pavarde857         7         4         9         4        10        10
           Vardas858          Pavarde858         9         4        10        10         1         2
           Vardas859          Pavarde859         4         6         9        10        10         7
           Vardas860          Pavarde860         2         4         1         8         5         7
           Vardas861          Pavarde861         6         7         7         2         6         4
           Vardas862          Pavarde862         1         2         4         5         8        10
           Vardas863          Pavarde863         8        10         2         3         4         1
           Vardas864          Pavarde864         8         4         3         1         6        10
           Vardas865          Pavarde865         6         9         4        10         2         4
           Vardas866          Pavarde866         1         2         2         1        10         2
           Vardas867          Pavarde867         9         3         2         1         7         7
           Vardas868          Pavarde868         4         5         4         2        10         2
           Vardas869          Pavarde869         2         7         3         4         9         1
           Vardas870          Pavarde870        10         7         4        10        10         4
           Vardas871          Pavarde871         3         9         5         8         7         2
           Vardas872          Pavarde872         4         7         1         1         5         8
           Vardas873          Pavarde873         7         7         5         3         7         1
           Vardas874          Pavarde874         6         4         3         3         4         7
           Vardas875          Pavarde875         5         1         4         7         2        10
           Vardas876          Pavarde876         3         3         6         2         4         9
           Vardas877          Pavarde877         3         5         6        10        10        10
           Vardas878          Pavarde878         5         1         2         8         2         6
           Vardas879          Pavarde879         2         1         4         6         8         1
           Vardas880          Pavarde880         3         1         9         6         5         7
           Vardas881          Pavarde881         6         4         4         7         5         9
           Vardas882          Pavarde882         1         7         8         8         9         2
           Vardas883          Pavarde883         9         7         4         6         6         2
           Vardas884          Pavarde884         9         5        10         7         8         4
           Vardas885          Pavarde885         5         5         2         1         1         2
           Vardas886          Pavarde886        10         5         7         2         3         2
           Vardas887          Pavarde887         4         6         4        10         7         1
           Vardas888          Pavarde888         1         4         6         7        10         7
           Vardas889          Pavarde889         5         9         2         4         9         5
           Vardas890          Pavarde890        10         8         2        10         5         7
           Vardas891          Pavarde891         6         9         1        10        10         1
           Vardas892          Pavarde892        10         8         8        10         4         6
           Vardas893          Pavarde893         9         9         7         6         5         6
           Vardas894          Pavarde894         8         5         9         1         6        10
           Vardas895          Pavarde895         1         3         9         8         9         8
           Vardas896          Pavarde896        10         3         2         7         1         9
           Vardas897          Pavarde897         4         1         1        10        10         7
           Vardas898          Pavarde898         1        10         3         5         6         7
           Vardas899          Pavarde899         4        10         6         9         1         6
           Vardas900          Pavarde900         8         7         5        10         6         2
           Vardas901          Pavarde901         4         1        10         8        10         8
           Vardas902          Pavarde902        10        10         7         5         2         7
           Vardas903          Pavarde903         5         3         7        10         4         6
           Vardas904          Pavarde904         1         4         9         6         6         7
           Vardas905          Pavarde905         3         7         2         7         7        10
           Vardas906          Pavarde906         9         2        10         5         1         5
           Vardas907          Pavarde907         4         8         9         5         2         1
           Vardas908          Pavarde908         2         6         4         3         4         3
           Vardas909          Pavarde909         9         3         2         9         6         6
           Vardas910          Pavarde910         7         5         1         6         6         1
           Vardas911          Pavarde911         9         6         4        10         2         1
           Vardas912          Pavarde912         6        10         4         1         3        10
           Vardas913          Pavarde913         7         7         2         1         8         1
           Vardas914          Pavarde914         6         5         6         7         3         3
           Vardas915          Pavarde915         8         7        10         3         7         1
           Vardas916          Pavarde916         4         6        10         4         6         9
           Vardas917          Pavarde917         9         9         8         4         6         8
           Vardas918          Pavarde918        10         1         9         9         5         2
           Vardas919          Pavarde919         5         4         9         9        10         3
           Vardas920          Pavarde920        10         4         6         9         8         7
           Vardas921          Pavarde921         2        10         9         2         5         2
           Vardas922          Pavarde922         9         6         3         9         6         2
           Vardas923          Pavarde923         4         6         3         6         4         1
           Vardas924          Pavarde924        10         6         2         9         1         2
           Vardas925          Pavarde925         5        10         5        10         5         5
           Vardas926          Pavarde926         4         6         9         4         2        10
           Vardas927          Pavarde927         2         9        10         7         8         6
           Vardas928          Pavarde928        10         1         8         6         9         9
           Vardas929          Pavarde929         5         4        10         5         5         4
           Vardas930          Pavarde930         7         5        10         2         7         3
           Vardas931          Pavarde931         5         1         3         3         3         5
           Vardas932          Pavarde932         3         8         6         7         6         2
           Vardas933          Pavarde933         5         7         4         4         8        10
           Vardas934          Pavarde934         1         7         3         7         5        10
           Vardas935          Pavarde935         7        10         5         9         6         3
           Vardas936          Pavarde936         5         3         3         2         1         7
           Vardas937          Pavarde937         1         2         5         8         4         1
           Vardas938          Pavarde938         9         3         7         3         2         5
           Vardas939          Pavarde939         5        10         1         6         7         7
           Vardas940          Pavarde940         3         4         1        10         5         2
           Vardas941          Pavarde941         4         5         4         6         5         8
           Vardas942          Pavarde942        10         4         1         8         6         1
           Vardas943          Pavarde943         9         6         5         1        10         7
           Vardas944          Pavarde944         7         1         3         9         1         2
           Vardas945          Pavarde945         6         8         2         2         1         4
           Vardas946          Pavarde946         1         4         1         9         1        10
           Vardas947          Pavarde947         6         8         6         4         2         5
           Vardas948          Pavarde948         8         2        10         7         9         5
           Vardas949          Pavarde949         9         9         2         7         6         7
           Vardas950          Pavarde950         3         6         7         8         6        10
           Vardas951          Pavarde951         3         3         8         4         2         3
           Vardas952          Pavarde952         2        10         2         8         9        10
           Vardas953          Pavarde953         2         8         7         9         1         3
           Vardas954          Pavarde954         7         3         3         8         6         1
           Vardas955          Pavarde955         7         7         3         7         3         3
           Vardas956          Pavarde956         5        10        10         8         2         9
           Vardas957          Pavarde957         1         6         8         9         5        10
           Vardas958          Pavarde958         1        10         3         2         8         2
           Vardas959          Pavarde959         4         7         8         5         6         2
           Vardas960          Pavarde960         6         2         6         7         1         6
           Vardas961          Pavarde961         8         1         6         8         6         1
           Vardas962          Pavarde962         7         8         3         1         8         7
           Vardas963          Pavarde963         4         5         7         1         6         9
           Vardas964          Pavarde964        10         8         2         1         5         9
           Vardas965          Pavarde965        10         4         6         6        10         4
           Vardas966          Pavarde966        10        10         3         1         2         1
           Vardas967          Pavarde967         1         1         9         5         4         4
           Vardas968          Pavarde968        10         2         4         7         6         2
           Vardas969          Pavarde969         1         4         8         6         9         8
           Vardas970          Pavarde970         9         2         8         3         7         3
           Vardas971          Pavarde971         9         6         2         7         3         5
           Vardas972          Pavarde972         4         8         2        10         9         8
           Vardas973          Pavarde973         4         3         9         1         1         7
           Vardas974          Pavarde974         2         1         1         9         2         5
           Vardas975          Pavarde975         6         6        10         2         7         2
           Vardas976          Pavarde976         6         5         9         8         7         1
           Vardas977          Pavarde977         8         6         3         9         4         9
           Vardas978          Pavarde978         4        10         2         6         9         8
           Vardas979          Pavarde979         2         5         6         6         7         6
           Vardas980          Pavarde980         8        10         2         9         8         2
           Vardas981          Pavarde981         3        10        10         6         8         5
           Vardas982          Pavarde982         2         5         8         2         7         4
           Vardas983          Pavarde983         1         8         1         3         2         6
           Vardas984          Pavarde984         1         7         7         1         9        10
           Vardas985          Pavarde985         3         9         5         1         6         1
           Vardas986          Pavarde986         4         5         8         4         3         6
           Vardas987          Pavarde987         2         4         6         1         7         7
           Vardas988          Pavarde988         3         2         3         8        10        10
           Vardas989          Pavarde989         6         4         9         5         6        10
           Vardas990          Pavarde990         8         3         8         6         4         8
           Vardas991          Pavarde991         4         2         9         2         4         7
           Vardas992          Pavarde992         5         4         7         1         6         3
           Vardas993          Pavarde993         8         9         3         3         9         2
           Vardas994          Pavarde994         3         2        10         9         8         9
           Vardas995          Pavarde995         7        10         6         9         3         4
           Vardas996          Pavarde996         4         2         9         6         9         5
           Vardas997          Pavarde997         8         6         6        10         6         8
           Vardas998          Pavarde998        10         3        10         1         8         3
           Vardas999          Pavarde999         5        10        10         1         6         5
          Vardas1000         Pavarde1000         4         4         2         7        10         1
